nome_vaga;empresa;id;nivel_experiencia;data_publicacao;faixa_salario;localizacao;modelo_contrato;beneficios;descricao_vaga
Desenvolvedor I;Alldax - Grupo 3/SA;312;;2024-09-27;R$ 3.500,00 até R$ 3.630,00;Brasília, DF, BR;"Profissional
•
Efetivo – CLT";Assistência médica, Assistência odontológica, Auxílio academia, Auxílio educação, Benefícios internos, Vale-alimentação, Vale-transporte;Descrição e Responsabilidades: Responsabilidades:  Participar do desenvolvimento de aplicações e sistemas, seguindo as melhores práticas de programação. Colaborar com a equipe para entender requisitos e propor soluções técnicas. Realizar testes de software e garantir a qualidade do código. Documentar o desenvolvimento e manter atualizados os registros de projeto. Ajudar na manutenção e melhorias de sistemas existentes.   Requisitos:  Formação em Ciência da Computação, Engenharia de Software ou áreas relacionadas.  ? Conhecimento Técnico Básico em Python: Deve possuir conhecimento em Python, compreendendo conceitos como estruturas de dados, manipulação de strings, controle de fluxo (if, for, while) e orientação a objetos. Experiência inicial com bibliotecas e frameworks como Flask, Django, ou Pandas é um diferencial. ? Análise de Sistemas: Capacidade de entender e traduzir requisitos de sistemas para Python, com foco na criação de soluções eficientes. Conhecimento básico em modelagem de dados, UML, ou outras ferramentas de análise. ? Desenvolvimento de Software: Experiência acadêmica ou pessoal em projetos utilizando Python, seja em desenvolvimento web, automação de processos, análise de dados ou outros projetos relevantes. Familiaridade com práticas de versionamento usando Git. ? Resolução de Problemas: Habilidade para identificar e resolver problemas usando Python, com capacidade de depurar códigos e buscar soluções eficientes para desafios apresentados. ? Trabalho em Equipe e Comunicação: Disposição para colaborar em equipe, participar de reuniões e interagir com colegas de forma clara e objetiva, contribuindo para o desenvolvimento de projetos em Python. ? Aptidão para Aprender: Motivação para aprofundar seus conhecimentos em Python e suas aplicações, além de interesse em aprender sobre outras tecnologias e ferramentas associadas ao desenvolvimento de sistemas.                  Benefícios
Staff Platform Engineer;Stellantis;313;;2024-09-09;A Combinar;De segunda à sexta, das 8h às 18h com 2h de almoço;"Supervisão/Coordenação
•
Efetivo – CLT";Informado na entrevista;"Descrição e Responsabilidades: O que você irá fazer? - Trabalhar dentro de um time cross-funcional em conjunto com Project Managers, Data & Software Engineer e Analistas para construir soluções escaláveis e com custo otimizado
- Advocar para as melhores práticas de DevOps
- Desenhar e desenvolver features (capabilities) para nossa plataforma de dados continuar escalando
- Ajudar os times a se interarem e aprederem a utilizar a plataforma. Planejando, construindo, lançando novas features e ajudando o time a utilizar a plataforma com autonomia
- Colaborar com engenheiros de toda a empresa para melhorar os processos e ferramentas para operar nossos sistemas
- Mentoria de outros desenvolvedores por Workshops, Pair Programming e Code Reviews
- Trabalhar com Terraform, Docker, KVM, Kafka, RabbitMQ, Kubernetes e muito mais  Requisitos: O que você precisa ter? - Pelo menos 5 anos como Engenheiro DevOps e/ou Infraestrutura por pelo menos 5 anos
- Experiência prática utilizando cloud (AWS)
- Uma combinação de experiência fazendo set up de infraestrutura em AWS além de GCP, Azure ou On-premises
- Um mindset focado em automação de tarefas que vão otimizar produtividade
- Experiência sólida utilizando Terraform como IaC
- Conhecimento fazendo setup e gestão de Kubernetes
- Conhecimento básico sobre VPC Peering, Security groups e IAM roles setup
- Experiência com scripting (Python, Bash)
- Experiência com Workflow engine para Kubernetes (Argo CD)  Benefícios"
Analista de BI - Jr;SICOOB IMOB.VC;314;;2024-10-24;A Combinar;Belo Horizonte, MG, BR;Profissional;Assistência médica, Assistência odontológica, Auxílio academia, Auxílio creche, Benefícios internos, Bônus por resultado, Seguro de Vida, Transporte, Vale-alimentação;Descrição e Responsabilidades: O Analista de BI - Jr será responsável por coletar, analisar e interpretar grandes volumes de dados para fornecer insights acionáveis que suportem a tomada de decisão estratégica. As principais atividades incluem: Requisitos: Requisitos: Conhecimentos necessários: Caracteristicas e habilidades desejadas: Graduações: Diferenciais:
DESENVOLVEDOR;IEL MT;315;;2024-10-15;A Combinar;Cuiabá, MT, BR;Efetivo – CLT;Outros;Descrição e Responsabilidades: Estamos em busca de um Desenvolvedor talentoso e motivado para se juntar à nossa equipe. O candidato ideal terá experiência em desenvolvimento de software e será responsável por criar, testar e manter aplicações eficientes e de alta qualidade. As principais atividades incluem: O candidato ideal deve ser proativo, ter habilidades de resolução de problemas e ser capaz de trabalhar de forma independente e em equipe. A capacidade de gerenciar múltiplas tarefas e prazos é essencial. Requisitos: Requisitos: Graduações:  Benefícios
Analista de Tecnologia da Informação;SICOOB NOVA CENTRAL;316;;2024-10-22;A Combinar;Goiânia, GO, BR;"Profissional
•
Efetivo – CLT";Assistência médica, Assistência odontológica, Auxílio combustível, Previdência privada, Seguro de Vida, Vale-alimentação;Descrição e Responsabilidades: Requisitos:
Analista de BI;Sicoob Central Unicoob;317;;2024-10-15;A Combinar;Maringá, PR, BR;"Profissional
•
Efetivo – CLT";Anuênio, Auxílio Creche/Babá, Auxílio Educação, Complemento Previdência, Empréstimo Consignado, Ginastica Laboral, Licença Maternidade Estendida, Plano de Incentivo de Metas, Plano de Saúde, Plano Odontológico, Previdência Privada, Seguro de Vida, Sicoob Universidade, Vale-Alimentação, Vale-Refeição, Vale-Transporte, Wellhub, Zenklub;Descrição e Responsabilidades: Descrição Sumária: Desenvolver projetos de Business Intelligence, realizando a estruturação e a implementação da plataforma, além de criar soluções e fornecer manutenção no sistema, a fim de criar um ambiente gerencial mais adequado às necessidades do solicitante.     Requisitos: Requisitos Obrigatórios:
Analista de TI - Ibitiuva-SP Agro Pau D'alho;ConectaSer;318;;2024-10-16;A Combinar;Pitangueiras, SP, BR;"Profissional
•
Efetivo – CLT";;Descrição e Responsabilidades: O Analista de TI - Infraestrutura Servidor será responsável por controlar e manter a infraestrutura de servidores da empresa, garantindo alta disponibilidade, desempenho e segurança dos sistemas. Suas atividades incluem: O profissional deve ter uma abordagem proativa para identificar e resolver problemas antes que afetem os usuários finais, além de manter-se atualizado com as melhores práticas e tecnologias emergentes no campo da infraestrutura de TI. Requisitos:  Graduações: Diferenciais:
Analista de TI;CEDUS;319;;2024-10-11;A Combinar;Belo Horizonte, MG, BR;"Profissional
•
Efetivo – CLT";Assistência médica, Assistência odontológica, Auxílio farmácia, Banco de Horas, Benefícios internos, Day Off, Seguro de Vida, Vale-alimentação, Vale-refeição, Vale-transporte;Descrição e Responsabilidades: Requisitos: ESSENCIAIS
ANALISTA DE TI;IEL MT;320;;2024-10-08;A Combinar;Cuiabá, MT, BR;Efetivo – CLT;Auxílio educação, Auxílio Mobilidade, Vale-alimentação;"Descrição e Responsabilidades: * Assegurar o planejamento e execução dos projetos de implementação, manutenção e melhoria de sistemas de informação da companhia; * Implementar e monitorar medidas de segurança para proteger os dados da empresa contra acessos não autorizados e violações de segurança; * Prestar suporte a configuração de redes físicas e lógicas; * Controlar os chamados de suporte sobre a sua responsabilidade; * Planejar e supervisionar projetos (por exemplo, atualizações, instalações de hardware/software); * Oferecer treinamento e suporte aos funcionários para garantir que eles possam usar eficazmente as ferramentas e sistemas de Tl. Requisitos:"
Analista de Dados;MTec (Microtécnica);321;;2024-10-17;A Combinar;Brasília, DF, BR;"Profissional
•
Prestador de Serviços - PJ";;Descrição e Responsabilidades: SOBRE A MTEC:  A Mtec conta com 38 anos de excelência em TI com atuação a nível nacional. Possuímos experiência e credibilidade no mercado, atendendo mais de 5.000 municípios por meio de licitações e atuando, também, no segmento privado, sempre atentos ás necessidades dos nossos clientes, internos e externos.  Se você tem o desejo de trabalhar em uma empresa GPTW, fazer parte de uma equipe altamente comprometida e colaborativa e deseja se desenvolver profissionalmente, aqui pode ser o seu lugar! Atividades:  Requisitos: Requisitos:  
Analista de dados;Crefaz;322;;2024-10-23;A Combinar;Maringá, PR, BR;"Profissional
•
Efetivo – CLT";Assistência médica, Assistência odontológica, Vale-alimentação;Descrição e Responsabilidades: Realizar a elaboração e manutenção de estudos e análises das áreas de negócios da Crefaz, buscando atender às respectivas necessidades com informações relevantes e íntegras. Desenvolver indicadores de área, acompanhá-los e tomar as devidas providências diante dos resultados obtidos. Utilizando dados direcionados à tomadas de decisões, aliados às estratégias de negócios da organização.  Requisitos:
ANALISTA DE DADOS - CUSTOMER EXPERIENCE;Stellantis;323;;2024-10-24;A Combinar;Betim, MG, BR;"Profissional
•
Efetivo – CLT";Informado na entrevista;"Descrição e Responsabilidades: - Apoiar análises do comportamento dos carros da Stellantis nas mídias sociais; - Realizar análises críticas sobre os dados coletados de diferentes fontes (Muchmore, Google, Apple, Microsoft, Meta, Amazon e entre outras); - Desenvolver relatórios e dashboards em PowerBI para apoiar nas tomadas de decisão do negócio; - Ajudar a criar insights sobre melhorias na imagem dos veículos Stellantis no mercado.   Requisitos: - Formação em Ciência da Computação, Engenharia da Computação, Analise e Desenvolvimento de Sistemas, Tecnologia ou áreas correlacionadas - Conhecimento de PowerBI - Conhecimento de Python - Conhecimento de ferramentas de Inteligência Artificial para coleta de dados - Diferencial: Conhecimento sobre Inteligência Artificial em Análise de Dados Benefícios"
Analista de Banco de Dados - Temporário;Premium Entretenimento;324;;2024-09-30;A Combinar;Salvador, BA, BR;"Profissional
•
Outros";Auxílio academia, Celular corporativo, Estacionamento, Vale-alimentação, Vale-refeição, Vale-transporte;Descrição e Responsabilidades: Responsabilidades: Habilidades e Competências: Experiência: Requisitos: Requisitos: Graduações: Diferenciais: Benefícios
Banco de dados;SICOOB CREDIALP;325;;2024-10-15;A Combinar;Alpinópolis, MG, BR;CLT;Assistência médica, Auxílio creche, Auxílio educação, Comissões, Participação nos lucros, Seguro de Vida, Vale-alimentação;Descrição e Responsabilidades: Banco de dados. Requisitos: Banco de dados. Benefícios
Administrador de Dados - Administrador de Dados;Memora Processos Inovadores;326;;2024-10-09;A Combinar;Brasília, DF, BR;Profissional;Assistência médica, Assistência odontológica, Auxílio academia, Auxílio educação, Benefícios internos, Transporte, Vale-alimentação, Vale-refeição, Vale-transporte;Descrição e Responsabilidades: Estamos em busca de um Administrador de Dados Pleno para integrar nossa equipe. O profissional será responsável por:  Requisitos:
Especialista Arquiteto de Banco de Dados - CONAP FUNCEF;B2HR Inteligência em Gestão de Pessoas;327;;2024-10-22;R$ 19.697,00;Brasília, DF, BR;"Profissional
•
Efetivo – CLT";Assistência médica, Assistência odontológica, Auxílio creche, Auxílio Medicamentos, Previdência Complementar, Seguro de Vida, Vale-alimentação, Vale-transporte;Descrição e Responsabilidades: Requisitos: Ferramentas de Informática
